KPCA1,KPCA2,Macro_Desastre
-0.08942063845023882,-0.018965233893865847,Inundações e Chuvas
-0.08691387364477063,-0.020002139985295778,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.080638442144906,-0.027812162586780213,Inundações e Chuvas
-0.08845597911878522,-0.01822136735015765,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.04106758264062396,-0.030799027920772867,Inundações e Chuvas
-0.09003018411347294,-0.01774347422377738,Seca e Estiagem
-0.08951518683413041,-0.018812198780488523,Inundações e Chuvas
-0.07314588100937242,0.09268785982133836,Seca e Estiagem
-0.08790320212882359,-0.0179672984449884,Inundações e Chuvas
-0.09001620203024,-0.01745104234435816,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.08766181158410667,-0.02065266842183598,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.0898916459005588,-0.018253466298400158,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.0898998901980263,-0.018248394907851358,Inundações e Chuvas
-0.08997803537323462,-0.016933431240626063,Seca e Estiagem
0.7010765858650787,-0.13453993474245582,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.08371299753745458,0.038634684352924685,Seca e Estiagem
-0.018468435018114376,0.254789460314744,Seca e Estiagem
-0.027329423325637477,0.13868967396706247,Seca e Estiagem
-0.08880981394769946,-0.019385342245209342,Inundações e Chuvas
-0.08934767300725677,-0.017587532185627665,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08709081771534492,-0.021289915078317134,Inundações e Chuvas
-0.08724711393923787,-0.013720897091638502,Inundações e Chuvas
-0.08994296918334158,-0.01641919214603488,Seca e Estiagem
-0.0628134798892327,-0.03468466241594278,Inundações e Chuvas
-0.05591309828865777,0.15599578294190714,Seca e Estiagem
-0.08903611657501442,-0.01940226345405392,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.08954422187247983,-0.01514256884523136,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
0.5608901987222694,-0.10523145947527508,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08908007532931216,-0.01703522020838337,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.04772583409214041,-0.044171226156420725,Inundações e Chuvas
0.8824248689503027,-0.10551249958550644,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.08604996651628112,-0.005267125028732442,Seca e Estiagem
-0.0900186261618381,-0.01767600136756586,Seca e Estiagem
0.6429862647824123,0.6928128998976706,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Deslizamentos
-0.08436179892515369,-0.023068807396327225,Inundações e Chuvas
-0.08959949264710675,-0.01177668151141712,Seca e Estiagem
-0.08797714053238335,0.0023614606428925223,Seca e Estiagem
-0.06927861192759253,0.10845800292447555,Seca e Estiagem
-0.08431396259307533,-0.021547611273492633,Inundações e Chuvas
0.8413355903882224,-0.0826445930834001,Inundações e Chuvas
-0.05731349054494887,-0.0179395191135998,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08657656427028554,-0.01496824528114343,Seca e Estiagem
-0.0873943972985045,0.00990738621243964,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.07617153427371204,0.022180958281035505,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Deslizamentos
0.8927036014813032,-0.09510468483779284,Inundações e Chuvas
-0.08906414505337937,-0.01931245094927503,Inundações e Chuvas
0.3158657436491106,0.6887523609727308,Seca e Estiagem
0.6393666185951081,-0.15146575439680016,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
